"from","to","strength","direction"
"TNIP3","TICAM1",0.7,0.623333333333333
"TRAF3","SARM1",0.86,0.519166666666667
"ADAM10","DYSF",0.76,0.56625
"CD33","LILRB4",0.7,0.8925
"FER1L5","FOXP1",0.85,0.869583333333333
"LILRB4","FOXP1",0.71,0.59
"BAD","IL10",0.71,0.8375
"BTK","PPP2R3C",0.76,0.772083333333333
"CD27","MMP14",0.71,0.776666666666667
"IL10","PCID2",0.72,0.686666666666667
"IL10","STAT5B",0.8,0.60375
"INPP5D","NCKAP1L",0.7,0.659583333333333
"INPP5D","PCID2",0.72,0.81125
"NCKAP1L","IL2",0.72,0.532916666666667
"PCID2","PPP2R3C",0.78,0.642916666666667
"XBP1","NCKAP1L",0.72,0.516666666666667
"CD40","SLC15A4",0.72,0.5925
"IL2","MSH2",0.71,0.633333333333333
"IL4","MSH2",0.73,0.671666666666667
"ADAM8","FUT7",0.77,0.7
"JAML","PIK3CD",0.74,0.500833333333333
"JAML","RIPOR2",0.9,0.741666666666667
"PECAM1","PIK3CG",0.78,0.72
"PRTN3","XG",0.7,0.82
"CD46","IL23R",0.7,0.6725
"IFNL1","HLA-DRB1",0.7,0.648333333333333
"IL6","MIR221",0.7,0.7425
"JAK2","PARP14",0.7,0.944166666666667
"MIR221","NOTCH1",0.8,0.83
"ATG5","DMTN",0.78,0.88
"NCF1","S100A8",0.72,0.781666666666667
"HIF1A","SBDS",0.87,0.873333333333333
"TGFB3","TRPM4",0.71,0.865833333333333
"CEBPB","ORAI1",0.8,0.913333333333333
"CRLF2","IL10",0.72,0.881666666666667
"PTK2B","TYK2",0.79,0.56625
"FASLG","HCAR2",0.93,0.7575
"IRF7","SIRT1",0.7,0.909166666666667
"ADIPOQ","SYT11",0.75,0.755833333333333
"APPL1","FER1L5",0.89,0.640833333333333
"APPL1","PLSCR1",0.85,0.767916666666667
"ATG5","FCGR2B",0.79,0.69875
"CD300LF","PRTN3",0.76,0.825833333333333
"CD47","CNN2",0.75,0.52
"CNN2","CSK",0.71,0.77125
"CSK","FER1L5",0.81,0.6925
"DYSF","PLSCR1",0.89,0.810416666666667
"PLSCR1","TLR2",0.74,0.824166666666667
"ATF2","GATA6",0.7,0.967916666666667
"CD24","CD46",0.7,0.849166666666667
"ITGB6","THBS1",0.7,0.755833333333333
"PPIA","PRKCA",0.79,0.722083333333333
"CD44","RARG",0.78,0.940833333333333
"ANGPT1","ITGA4",0.7,0.690416666666667
"RGCC","NFE2L2",0.71,0.536666666666667
"ACIN1","CD74",0.74,0.890416666666667
"ACIN1","MYC",0.8,0.530416666666667
"FES","CD74",0.7,0.545833333333333
"FES","IRF7",0.73,0.664166666666667
"GPR68","MYC",0.75,0.692916666666667
"BMP4","JAK3",0.73,0.76125
"FADD","HIF1A",0.74,0.7625
"HIF1A","IL7R",0.73,0.66
"SLC46A2","ST3GAL1",0.73,0.69625
"CR1","FOXJ1",0.72,0.721666666666667
"VSIG4","FOXJ1",0.72,0.629166666666667
"VSIG4","SUSD4",0.74,0.670833333333333
"TNFSF14","XCL1",0.78,0.678333333333333
"EPB42","FAM210B",0.71,0.789583333333333
"EPB42","TRIM58",0.71,0.71375
"G6PD","L3MBTL3",0.8,0.6375
"PML","TRIM21",0.85,0.9075
"PML","TRIM26",0.77,0.883333333333333
"TRIM13","TRIM15",0.76,0.89
"TRIM27","TRIM21",0.81,0.556666666666667
"TRIM27","TRIM35",0.74,0.824166666666667
"TRIM28","TRIM35",0.81,0.73
"TRIM8","TRIM15",0.72,0.61125
"CASP8","TGFB1",0.82,0.838333333333333
"ID2","IL34",0.72,0.6975
"PF4","ID2",0.78,0.68875
"ARG1","SOCS1",0.73,0.582916666666667
"CDC37","HPX",0.73,0.79125
"NLRC5","TXK",0.78,0.51
"NR1H2","SOCS1",0.77,0.60875
"PPARG","PTPN2",0.71,0.652916666666667
"NR1H3","PTPN2",0.74,0.695
"SOCS1","ARG1",0.78,0.51125
"ADORA2B","EIF2AK4",0.74,0.9175
"AQP3","CNN2",0.87,0.963333333333333
"CD68","MYD88",0.74,0.873333333333333
"DHX58","UFD1",0.7,0.691666666666667
"FGL2","TSPAN6",0.78,0.845833333333333
"ILRUN","RNF125",0.75,0.660833333333333
"PCBP2","TSPAN6",0.8,0.737083333333333
"APLF","CYREN",0.82,0.795
"ATM","HMCES",0.73,0.846666666666667
"DTX3L","NSD2",0.91,0.825833333333333
"HMGB2","RNF8",0.71,0.7825
"PARP3","XRCC5",0.7,0.555833333333333
"RNF8","SHLD1",0.7,0.649583333333333
"SHLD3","ZBTB7A",0.81,0.739166666666667
"CDKN1A","PARP1",0.7,0.795833333333333
"CYBA","PTPRC",0.8,0.870833333333333
"FANCD2","TRIM13",0.73,0.72
"HSF1","ZMPSTE24",0.7,0.620833333333333
"CCR7","IL18",0.7,0.739166666666667
"ITGB1","PTK2",0.78,0.835833333333334
"ATF4","PARP1",0.72,0.720833333333333
"SOD2","TNF",0.78,0.639583333333333
"ITGAM","LAMP1",0.73,0.548333333333333
"CDKN1A","KLF4",0.77,0.91
"CEBPB","REST",0.71,0.98
"FAM20C","SMAD5",0.76,0.729166666666667
"IL6ST","RASSF2",0.76,0.883333333333333
"ATM","PLEKHA1",0.8,0.935
"EREG","PTX3",0.71,0.8475
"HIPK2","TRIM28",0.81,0.7275
"IRF4","SIRT2",0.78,0.55625
"MMP9","PARK7",0.81,0.66875
"CEACAM1","RHBDF2",0.7,0.837916666666667
"PPP3CA","REST",0.78,0.9025
"APOA1","WDR1",0.74,0.8025
"CD47","WASF2",0.81,0.713333333333333
"PAK1","RPS3",0.76,0.855833333333333
"CXCR4","NFE2L2",0.87,0.8525
"AKT1","CX3CL1",0.71,0.811666666666667
"GATA1","PF4",0.77,0.753333333333333
"GPX1","PF4",0.71,0.84625
"IFI6","IL7",0.79,0.88
"IGF1","SERPINE1",0.71,0.793333333333333
"CD274","JAK3",0.71,0.6875
"CD274","MMP8",0.8,0.860833333333333
"IL23R","TYROBP",0.7,0.626666666666667
"AKT1","HIPK2",0.73,0.825
"CST9LP1","SFRP2",0.7,0.9775
"LTF","SLPI",0.71,0.82375
"CD200","IL13",0.74,0.865416666666667
"CD24","GATA6",0.71,0.923333333333333
"HSP90AB1","TYROBP",0.72,0.648333333333333
"CD36","RRAS",0.79,0.872083333333333
"AKT1","IPO7",0.73,0.856666666666667
"CASP3","DAB2IP",0.7,0.821666666666667
"CDKN1A","PYCARD",0.71,0.623333333333333
"CCR7","FUT7",0.71,0.69
"CCR7","IGHG1",0.76,0.558333333333333
"FCGR1A","GATA3",0.86,0.68375
"FCGR1A","IL20RB",0.7,0.778333333333333
"FUT7","IL20RB",0.83,0.600833333333333
"FUT7","ZP3",0.75,0.624166666666667
"IGHG1","ZP3",0.72,0.609166666666667
"C5AR1","INAVA",0.79,0.68625
"C5AR1","RELA",0.86,0.834166666666667
"C5AR1","RIPK2",0.72,0.578333333333333
"CARD9","IRF5",0.79,0.58125
"IRAK3","TREM2",0.81,0.639583333333333
"IRF5","RELA",0.74,0.701666666666667
"MYD88","RELA",0.72,0.652916666666667
"IL4","SPHK2",0.72,0.60125
"LGALS9","RARA",0.76,0.695833333333333
"SPHK2","RARA",0.79,0.5775
"KLRC1","SOX4",0.79,0.526666666666667
"NCKAP1L","PTPRC",0.78,0.639583333333333
"PTPRC","SYK",0.72,0.52
"SYK","NCKAP1L",0.74,0.774583333333333
"IL23R","TSC1",0.71,0.869166666666667
"TSC1","HLA-DRB1",0.71,0.538333333333333
"ARG2","VSIR",0.72,0.6325
"LGALS7B","TWSG1",0.8,0.74
"LGALS7B","ZBTB7B",0.83,0.785416666666667
"LGALS9B","LGALS9C",0.74,0.700833333333333
"TWSG1","TNFRSF14",0.84,0.6475
"XCL1","LGALS9",0.82,0.50625
"CD300A","IL12A",0.78,0.87
"CD300A","IL12B",0.72,0.782083333333333
"ELF4","IL23R",0.9,0.89125
"HSPH1","TYK2",0.89,0.78
"IL12B","IL23R",0.79,0.5025
"JAK2","RASAL3",0.7,0.747083333333333
"BIRC2","TLR4",0.75,0.84875
"HSPA1A","XIAP",0.89,0.615416666666667
"SLC15A2","HSPA1B",0.7,0.50875
"SLC15A3","TNFAIP3",0.83,0.667916666666666
"SLC15A4","TNFAIP3",0.76,0.8125
"BATF","IL12RB1",0.79,0.563333333333333
"IL23A","IL6",0.71,0.740833333333333
"STAT3","TBX21",0.75,0.540416666666667
"CRKL","RIPK3",0.78,0.596666666666667
"F11R","ICAM1",0.72,0.933333333333333
"FADD","IL27RA",0.75,0.763333333333333
"FADD","RIPK3",0.75,0.637916666666667
"AGER","ZBTB46",0.72,0.727916666666667
"CEBPB","HMGB1",0.92,0.702916666666667
"LILRB2","ZBTB46",0.79,0.827083333333333
"APOE","LEP",0.75,0.768333333333333
"BCL2","CD19",0.72,0.870833333333333
"FOXP1","IRS2",0.82,0.673333333333333
"AKT1","TLR4",0.83,0.628333333333333
"CX3CR1","IKBKB",0.83,0.975
"DAB2IP","TRAF2",0.84,0.749583333333333
"IKBKE","MAP3K7",0.78,0.855416666666667
"TLR7","TNF",0.78,0.63
"C1QA","FZD5",0.72,0.734166666666667
"ARRB2","TLR8",0.7,0.8075
"NOD2","PIBF1",0.75,0.634166666666667
"SLAMF1","TIGIT",0.74,0.637916666666667
"ADGRF5","CD200",0.74,0.714166666666667
"ADGRF5","NR1H3",0.75,0.842916666666667
"BPI","NR1D1",0.76,0.792083333333333
"CD200","FCGR2B",0.71,0.71875
"CX3CL1","PTPRC",0.75,0.66375
"FCGR2B","GRN",0.7,0.659166666666667
"IL4","SYT11",0.75,0.74375
"LDLR","ZC3H12A",0.86,0.669583333333333
"PTPRC","SYT11",0.76,0.530833333333333
"ARID4A","CYP19A1",0.72,0.67
"CACNA1C","XCL1",0.73,0.80625
"CACNB3","TRPM2",0.72,0.7925
"CD19","MS4A1",0.76,0.834166666666667
"CD160","MR1",0.73,0.95
"IL12A","IL12B",0.72,0.710416666666667
"GATA2","VAMP8",0.74,0.678333333333333
"IL4","VAMP8",0.75,0.7375
"GAB2","IL4R",0.73,0.794166666666667
"VAMP7","SYK",0.72,0.565
"ARG1","CASP3",0.92,0.86125
"CD274","PRNP",0.72,0.795833333333333
"FOXP3","PDCD1LG2",0.72,0.623333333333333
"LGALS9","PDCD1LG2",0.79,0.535833333333333
"LILRB4","SCRIB",0.79,0.608333333333334
"RC3H1","PRNP",0.73,0.54
"ITCH","SETD1A",0.81,0.63125
"METTL3","OSM",0.89,0.6175
"PUS7","OSM",0.71,0.806666666666667
"PRAM1","PTAFR",0.7,0.72
"HLA-DRB1","NLRC4",0.74,0.66
"HLA-DRB1","TLR6",0.7,0.729166666666667
"NLRC4","PGLYRP2",0.76,0.6075
"NLRC4","TLR1",0.76,0.771666666666667
"ARG1","MMP9",0.71,0.838333333333333
"BAD","FADD",0.7,0.935416666666667
"BAD","MAP3K1",0.8,0.89875
"BCL10","MAPK8",0.71,0.789166666666667
"CD40","PLEC",0.74,0.725416666666667
"IGF1R","TLR3",0.77,0.716666666666667
"IL1B","SOX9",0.73,0.96875
"CTNNB1","HIF1A",0.77,0.83
"NONO","TNF",0.71,0.664583333333333
"NR4A3","HIF1A",0.77,0.674166666666667
"TLR6","TRPM2",0.86,0.6925
"ATG5","SNCA",0.7,0.7625
"PRDX3","PTAFR",0.76,0.876666666666667
"CD244","IL12B",0.86,0.905
"HLA-F","RAB27A",0.72,0.731666666666667
"IL12B","KLRC2",0.71,0.534166666666667
"KLRC2","LAMP1",0.74,0.830833333333333
"KLRF2","RAB27A",0.7,0.683333333333333
"CYP19A1","VEGFA",0.71,0.86125
"A2M","AHR",0.75,0.905
"ADAM17","PTPRC",0.77,0.7175
"CBL","HYAL2",0.83,0.853333333333333
"CBLB","FCGR1A",0.78,0.772916666666666
"CD24","GREM1",0.74,0.914166666666667
"CH25H","GSN",0.74,0.665416666666667
"CIITA","TRIM11",0.73,0.630833333333333
"GSN","TRIM26",0.72,0.725
"PTX3","TRIM59",0.79,0.695416666666667
"AIM2","CASP1",0.96,0.9225
"CASP1","GSDMD",0.72,0.615
"CASP4","GZMB",0.7,0.74
"CASP4","NAIP",0.95,0.85
"CASP6","DHX9",0.72,0.601666666666667
"GZMA","GZMB",0.87,0.850416666666666
"NLRP1","NLRP6",0.88,0.660416666666667
"APPL1","GBP5",0.8,0.791666666666667
"CD6","IL6",0.83,0.66875
"CLEC7A","MYD88",0.72,0.738333333333333
"HIF1A","IL17RA",0.79,0.807083333333333
"HIF1A","STAT3",0.85,0.754166666666667
"IL17B","TNF",0.82,0.566666666666667
"TLR6","IL6",0.73,0.602083333333333
"ADAM17","HDAC5",0.72,0.896666666666667
"APOE","TNF",0.74,0.885833333333333
"CIB1","GREM1",0.71,0.78
"ETS1","NF1",0.73,0.83
"ERCC1","GATA1",0.79,0.801666666666667
"ANXA2","FKBP1A",0.72,0.9425
"APP","HSP90AB1",0.77,0.81625
"HFE","RIPK2",0.81,0.931666666666667
"HSP90AB1","MFNG",0.86,0.666666666666667
"CDC42","MDK",0.71,0.88625
"PHB2","TWSG1",0.83,0.910833333333333
"AKT1","ARNT",0.72,0.685
"CDKN1C","SETD2",0.9,0.905
"CEBPA","CEBPB",0.7,0.791666666666667
"FGFR2","GATA2",0.7,0.934166666666667
"DEFA1B","ELANE",0.89,0.505833333333333
"F2RL1","ROMO1",0.71,0.7075
"AXL","VAV1",0.7,0.7325
"DAB2IP","EMILIN1",0.71,0.829166666666667
"MAPKAPK3","PRKD1",0.76,0.76875
"VAV2","VEGFB",0.83,0.808333333333333
"CDK5RAP3","SRC",0.7,0.754166666666667
"FYN","SMAD3",0.73,0.799166666666667
"MYC","PTGER4",0.87,0.815
"HES1","IL10",0.73,0.75625
"MIR221","IL10",0.72,0.548333333333333
"EGR1","FOS",0.73,0.824583333333333
"EGR1","PPARG",0.81,0.689166666666667
"GATA2","SMAD6",0.7,0.658333333333333
"RELA","PDGFB",0.7,0.520833333333333
"APP","CASP4",0.73,0.804583333333333
"APP","IGF1R",0.89,0.88
"BCL2L11","PSEN1",0.7,0.793333333333333
"FYN","PRNP",0.88,0.808333333333333
"CBLB","CD274",0.72,0.759583333333333
"IRAK3","LILRB2",0.78,0.504166666666667
"C3","KARS1",0.8,0.725416666666667
"CD81","PARK7",0.74,0.531666666666667
"HLA-E","LTA",0.91,0.867916666666667
"KARS1","CD28",0.79,0.53
"LEP","PTPN22",0.72,0.718333333333333
"GAS6","IL15RA",0.73,0.80375
"GAS6","ZNF683",0.76,0.792083333333333
"PGLYRP1","IL15RA",0.74,0.528333333333333
"PGLYRP2","TOX",0.81,0.704166666666667
"PGLYRP2","ZNF683",0.87,0.707083333333333
"PRDM1","RASGRP1",0.76,0.705833333333333
"RASGRP1","STAT5B",0.75,0.510833333333333
"TOX","ZBTB1",0.7,0.510833333333333
"LYN","TNFAIP3",0.73,0.725833333333333
"HAVCR2","TLR7",0.8,0.754166666666667
"RSAD2","TLR7",0.79,0.7175
"SLC15A4","SCIMP",0.79,0.53125
"TREML4","UNC93B1",0.97,0.81125
"CD274","LGALS9",0.72,0.82
"CD55","XCL1",0.81,0.671666666666667
"TGFBR2","TWSG1",0.71,0.589166666666667
"TGFBR2","XCL1",0.75,0.64
"BCR","SYK",0.71,0.80875
"ITGAM","SPI1",0.72,0.73625
"ITGB2","PRAM1",0.84,0.6475
"PTAFR","STXBP2",0.82,0.56875
"CD46","FGL2",0.72,0.687916666666667
"IL12B","IL12RB1",0.72,0.653333333333333
"IL12RB1","HLA-DRB1",0.7,0.784166666666667
"CD28","THEMIS",0.78,0.692916666666667
"CD74","PTPRC",0.8,0.604583333333333
"DOCK2","PTPRC",0.81,0.780416666666667
"GLI3","CD74",0.7,0.541666666666667
"PTPRC","THEMIS",0.81,0.511666666666667
"CR1L","CR2",0.73,0.526666666666667
"CD36","CD74",0.73,0.879166666666667
"WNT5A","GPRC5B",0.73,0.54625
"CSF1R","GBA",0.81,0.764166666666667
"GBA","MAPK1",0.78,0.548333333333333
"TREM2","GBA",0.76,0.631666666666667
"C5","SLAMF8",0.74,0.900833333333333
"CD200","SLAMF8",0.74,0.880833333333333
"CD200","STAP1",0.85,0.8225
"CD200R1","SLAMF8",0.7,0.600833333333333
"CYP19A1","MMP28",0.73,0.68375
"EMILIN1","MMP28",0.75,0.565833333333333
"MIF","CD200R1",0.76,0.515416666666667
"ARG2","LGALS9",0.7,0.681666666666667
"CD81","LGALS9B",0.8,0.663333333333333
"ADTRP","PPARG",0.72,0.80875
"APOE","ITGB1",0.71,0.659583333333333
"CD36","CD68",0.81,0.81375
"CD9","PPARG",0.75,0.68
"ITGB1","TREM2",0.7,0.84
"CD9","TREM2",0.72,0.7575
"SOCS5","CD81",0.7,0.614166666666667
"ABL1","JAG1",0.7,0.844166666666667
"CDK13","NUDT21",0.77,0.792083333333333
"EIF2AK2","TRIM6",0.7,0.929583333333333
"HES1","NFE2L2",0.75,0.518333333333333
"EZR","HSPA1A",0.71,0.715833333333333
"BDKRB1","FASLG",0.7,0.7
"ATF2","FOXO3",0.74,0.678333333333333
"ATF4","CASP9",0.78,0.850833333333333
"ATM","GRN",0.72,0.71
"ATM","SRPK2",0.82,0.824583333333333
"BCL2L11","FASLG",0.7,0.689583333333333
"CASP3","FASLG",0.71,0.777083333333333
"CDC42","CTNNB1",0.83,0.812916666666667
"CTNNB1","HOXA5",0.82,0.766666666666667
"CTNNB1","MAPK3",0.85,0.833333333333333
"LEF1","SHH",0.8,0.600833333333333
"MAP2K1","TGFBR2",0.75,0.585
"MAPK1","RARA",0.81,0.784166666666667
"MAPK1","TGFBR2",0.81,0.792916666666667
"MIR128-1","PLCG2",0.84,0.602916666666667
"MMP8","TNF",0.72,0.651666666666667
"TTBK1","TREM2",0.78,0.549583333333333
"CRKL","SRP54",0.78,0.737916666666667
"IFI6","LAMP3",0.71,0.75
"ARHGEF2","FADD",0.7,0.827083333333333
"BIRC2","TLR3",0.7,0.743333333333333
"CASP6","TRAF2",0.72,0.794583333333333
"TNF","ZBP1",0.79,0.744583333333333
"CD6","EPHB1",0.75,0.742916666666667
"CD6","NCK2",0.72,0.563333333333333
"CD81","HAVCR2",0.84,0.812916666666667
"DLG1","MSN",0.7,0.557083333333333
"DOCK2","DOCK8",0.9,0.841666666666667
"DOCK8","NCK2",0.73,0.627916666666667
"HAVCR2","MSN",0.77,0.627916666666667
"LGALS3","EPHB1",0.73,0.57
"PRF1","EPHB1",0.77,0.593333333333333
"ANXA1","CCR2",0.7,0.711666666666667
"BCL6","STAT6",0.75,0.785833333333333
"CCR2","HLX",0.7,0.572916666666667
"HLX","SOCS5",0.8,0.749166666666667
"NDFIP1","STAT6",0.81,0.762916666666667
"TBX21","SOCS5",0.72,0.57125
"BTK","SELENOS",0.74,0.795833333333333
"FCGR2B","PLA2G2D",0.76,0.873333333333333
"IL20RB","PARK7",0.71,0.618333333333333
"PLA2G2D","CNR1",0.72,0.643333333333333
"CD300A","ENPP3",0.71,0.708333333333333
"CD300LF","HMOX1",0.76,0.735
"CD300LF","RABGEF1",0.89,0.91
"CNR1","PTPN6",0.76,0.6075
"CNR2","FER",0.82,0.7075
"CNR2","HMOX1",0.83,0.70625
"FOXF1","RABGEF1",0.7,0.855
"LGALS9","MILR1",0.73,0.774583333333333
"PTPN6","RABGEF1",0.71,0.736666666666667
"BCR","CCR2",0.7,0.736666666666667
"CD300A","FCGR2B",0.79,0.732916666666667
"HMOX1","SPI1",0.79,0.612083333333333
"RABGEF1","CCR2",0.78,0.674583333333333
"SPI1","NCKAP1L",0.81,0.833333333333333
"BCL2","RUNX1",0.78,0.80125
"EOMES","LILRB4",0.77,0.765
"EOMES","SOCS1",0.7,0.77625
"IRF1","LILRB4",0.74,0.63875
"SOCS1","TNFSF8",0.79,0.7625
"TNFSF8","RUNX3",0.78,0.7075
"TOX","RUNX3",0.7,0.665416666666667
"TOX","SOCS1",0.76,0.564583333333333
"CD3G","PTPRC",0.72,0.673333333333333
"ITPKB","PTPN2",0.74,0.545833333333333
"ITPKB","TOX",0.82,0.645
"ARG1","CXCL6",0.71,0.643333333333333
"DNASE1","ELANE",0.8,1
"DNASE1L3","F2RL1",0.75,0.58
"ELANE","CTSG",0.72,0.645833333333333
"F2","CTSG",0.94,0.87
"TREM1","CTSG",0.78,0.689166666666667
"HLA-DMB","HLA-DPA1",0.72,0.76125
"HLA-DQA1","HLA-DQA2",0.7,0.577083333333333
"HLA-DQA1","HLA-DQB2",0.73,0.627083333333333
"HLA-DQA2","HLA-DQB2",0.74,0.577083333333333
"B2M","HLA-DRB1",0.7,0.735833333333333
"HLA-DOA","HLA-DOB",0.7,0.572083333333333
"HLA-DQB2","HLA-DQA2",0.75,0.54125
"FUT4","FUT9",0.79,0.640416666666667
"FUT4","ITGA4",0.76,0.791666666666667
"SELE","FUT7",0.7,0.587916666666667
"SELP","ITGA4",0.72,0.724166666666667
"ACTR2","RIF1",0.7,0.853333333333333
"CREBBP","TRPV4",0.89,0.808333333333333
"EIF2B1","EIF2B2",0.71,0.814583333333333
"EIF2B1","EIF2B4",0.71,0.859583333333333
"EIF2B1","HSP90AB1",0.75,0.8
"EIF2B5","TRPM2",0.8,0.8375
"HSPA1A","MICB",0.82,0.863333333333333
"EPHB3","GLI3",0.71,0.828333333333333
"FCER2","LYZ",0.88,0.8
"GNLY","IFNG",0.78,0.888333333333333
"H2BC12","HMGN2",0.78,0.808333333333333
"HAMP","ROMO1",0.71,0.819166666666667
"LTF","PGLYRP1",0.78,0.945833333333333
"P2RX7","S100A12",0.74,0.623333333333333
"BMP4","MAP3K5",0.71,0.838333333333333
"IL1B","LEP",0.7,0.83125
"IL1B","ZC3H12A",0.7,0.709166666666667
"PHLPP1","ZC3H12A",0.71,0.740833333333333
"ARHGEF5","CACNA1C",0.74,0.81125
"PDE4D","PIK3R1",0.74,0.83
"AIM2","EIF2AK2",0.72,0.895
"AIM2","GBP5",0.84,0.750833333333333
"AIM2","MEFV",0.75,0.864583333333333
"CARD8","TREM2",0.74,0.910833333333333
"CD36","MYD88",0.81,0.702083333333333
"MEFV","TLR6",0.73,0.550833333333333
"MEFV","TREM2",0.72,0.63
"MYD88","TLR4",0.73,0.805833333333333
"NLRP1","STMP1",0.86,0.687083333333333
"CDKN1A","PMAIP1",0.74,0.674166666666667
"CXCL10","EIF2AK2",0.7,0.945833333333333
"ADORA2B","RRS1",0.89,0.92
"EZR","KIF5B",0.8,0.56
"PPP6C","RAC2",0.77,0.675833333333333
"AGER","WNT5A",0.77,0.714166666666667
"MAP2K7","TRAF6",0.75,0.6625
"MAP4K2","TNF",0.73,0.816666666666667
"MAP4K2","TNFRSF11A",0.74,0.7725
"ANXA2","DBNL",0.72,0.905
"CXCL16","RABGEF1",0.83,0.853333333333333
"CXCL16","WASL",0.76,0.76
"PIP5K1C","PLCG2",0.7,0.7925
"OSM","STX4",0.74,0.7525
"B4GALT1","PDE4D",0.72,0.834166666666667
"FLNB","RARG",0.8,0.89
"ARHGEF5","SFRP2",0.78,0.589166666666667
"FZD7","LRP5",0.76,0.919166666666667
"MMP8","IL1RN",0.76,0.638333333333333
"CYLD","TNFSF12",0.79,0.597916666666667
"GPER1","NF1",0.8,0.854166666666667
"GPER1","TRAF2",0.71,0.7575
"HYAL2","INHBA",0.74,0.657083333333333
"PDIA3","PMAIP1",0.83,0.7675
"PMAIP1","PYCARD",0.75,0.851666666666667
"PMAIP1","RBCK1",0.74,0.7875
"ADCY7","BIRC2",0.72,0.832916666666667
"CYBB","GATA3",0.77,0.8425
"G6PD","SOD1",0.74,0.58875
"CARD9","CLEC4D",0.74,0.881666666666667
"CLEC4A","CLEC7A",0.73,0.79
"CLEC4C","CLEC4D",0.82,0.890416666666667
"CLEC4C","TRIM62",0.78,0.75
"CLEC4D","CLEC6A",0.75,0.58
"CLEC6A","USP15",0.86,0.64875
"RARRES2","PLCG2",0.81,0.629166666666667
"ADIPOQ","ERBIN",0.7,0.785416666666667
"CD84","SYK",0.72,0.803333333333333
"CD84","TRPV4",0.77,0.750833333333333
"CLEC7A","SOCS5",0.72,0.618333333333333
"ERBIN","SYK",0.88,0.753333333333333
"IL1B","NOD2",0.74,0.725
"LGALS9","OAS1",0.75,0.636666666666667
"OAS1","OAS3",0.92,0.945
"SOCS5","OAS3",0.78,0.798333333333333
"SELENOK","OAS1",0.72,0.569583333333333
"SOCS5","CLEC7A",0.73,0.504583333333333
"ASXL1","BCL2",0.73,0.86125
"CEBPB","HIF1A",0.78,0.895833333333333
"FOXF1","HOXA5",0.71,0.83125
"HIF1A","HOXA5",0.74,0.72125
"ORAI1","MAPK1",0.81,0.57
"BDKRB1","PDE4D",0.75,0.849166666666667
"CAV1","LIME1",0.7,0.565
"CYBA","TMBIM6",0.71,0.696666666666667
"PPP3CA","RIPOR2",0.88,0.9325
"MBP","TRIM11",0.72,0.675
"CD34","HES1",0.7,0.609166666666667
"CTNNB1","TCF21",0.71,0.60125
"HES1","GREM1",0.78,0.580416666666667
"LGR4","NOTCH2",0.73,0.68
"CDKN2B","DUSP10",0.71,0.870833333333333
"CTNNB1","SIRT2",0.77,0.740833333333333
"CXCR4","MYC",0.73,0.721666666666667
"CCL1","CCL8",0.74,0.81625
"CCL2","DAPK2",0.79,0.548333333333333
"DAPK2","HRH1",0.84,0.692083333333333
"CCR7","IL1B",0.85,0.65
"CCR7","PGC",0.81,0.725833333333333
"NOD2","IL1B",0.72,0.583333333333333
"ZP3","PGC",0.71,0.568333333333333
"CD74","SPHK1",0.7,0.5875
"CDKN1A","SPHK1",0.75,0.785416666666667
"CTC1","IGF1",0.81,0.549166666666667
"APOD","LRP1",0.79,0.650416666666667
"MIR221","TIPARP",0.79,0.700833333333333
"NR4A3","TIPARP",0.7,0.828333333333333
"NR4A3","VEGFA",0.83,0.94
"ANGPT1","CTR9",0.71,0.8
"DTX3L","NMI",0.7,0.865
"ATM","IRF2BP2",0.74,0.789583333333333
"ATM","TRAF3IP2",0.72,0.845
"FNIP1","IRF2BP2",0.79,0.856666666666666
"IRF2BP2","LRRC8A",0.7,0.580416666666667
"SYVN1","IRF2BP2",0.73,0.53625
"SYVN1","TRAF3IP2",0.78,0.52875
"CLEC7A","DHX36",0.76,0.652916666666667
"DDX21","TICAM1",0.71,0.684166666666667
"KIT","SCIMP",0.76,0.664166666666667
"NOD2","PLCG2",0.79,0.63375
"CD33","CLEC12B",0.73,0.640833333333333
"CLEC12B","LILRB2",0.79,0.672083333333333
"LILRB1","LYN",0.77,0.510416666666667
"CD55","PTPN6",0.75,0.747083333333333
"GRAMD4","TLR9",0.7,0.587916666666667
"HMGB1","RAB7B",0.75,0.698333333333333
"HMGB1","RTN4",0.79,0.56625
"HMGB1","SLC15A4",0.82,0.90875
"RNF125","NLRX1",0.72,0.555833333333333
"SEC14L1","UFD1",0.83,0.676666666666667
"CD28","CD74",0.71,0.673333333333333
"C3","IL4",0.75,0.80875
"CFH","RAB27A",0.91,0.70875
"CR1L","HSP90AB1",0.86,0.73375
"IL13","IL4",0.71,0.72875
"CCR2","FUT7",0.78,0.711666666666667
"PTAFR","ITGA4",0.7,0.788333333333333
"IL2","TBX21",0.74,0.7475
"IL27RA","TBX21",0.75,0.96125
"LOXL3","RC3H1",0.71,0.807916666666667
"RC3H2","SMAD7",0.73,0.50875
"FBXW7","LTF",0.83,0.617916666666667
"LILRB1","SLC9B2",0.7,0.715416666666667
"TNFSF11","TYROBP",0.7,0.500833333333333
"AKIRIN1","FLOT2",0.77,0.70875
"BMP4","LRRC8A",0.78,0.891666666666667
"CXCL10","CXCL9",0.7,0.851666666666667
"DDX17","TNFSF14",0.99,0.96
"MEF2C","RB1",0.88,0.872083333333334
"REST","RIPOR2",0.75,0.653333333333333
